COUNTRY,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,yearToDate,share,periodo_id
Chile,November 2013,2013,11,November,Combustible renewables,422.297,5403.854,0.0729651805196961,47
Chile,December 2013,2013,12,December,Hydro,2086.299,19678.001,0.350067553690586,48
Chile,December 2013,2013,12,December,Wind,42.799,553.0,0.007181396928438,48
Chile,December 2013,2013,12,December,Solar,1.322,8.0,0.0002218230972544,48
Chile,December 2013,2013,12,December,Coal,2312.831,28360.618,0.388078166298192,48
Chile,December 2013,2013,12,December,Oil,254.582,5113.074,0.0427172221976125,48
Chile,December 2013,2013,12,December,Natural gas,825.691,10463.458,0.1385456391793955,48
Chile,December 2013,2013,12,December,Combustible renewables,422.514,5403.854,0.0708951317045276,48
Chile,January 2014,2014,1,January,Hydro,1859.865,22814.0,0.3159261256746829,49
Chile,January 2014,2014,1,January,Wind,68.522,1441.001,0.0116394953308334,49
Chile,January 2014,2014,1,January,Solar,5.528,479.999,0.0009390141879811,49
Chile,January 2014,2014,1,January,Coal,2094.513,25425.673,0.355784628059164,49
Chile,January 2014,2014,1,January,Oil,483.172,3808.083,0.082074052683656,49
Chile,January 2014,2014,1,January,Natural gas,891.746,9984.118,0.1514765097821055,49
Chile,January 2014,2014,1,January,Combustible renewables,459.43,5208.127,0.0780411158437411,49
Chile,February 2014,2014,2,February,Hydro,1381.383,22814.0,0.2561718252773158,50
Chile,February 2014,2014,2,February,Wind,81.769,1441.001,0.0151637264836043,50
Chile,February 2014,2014,2,February,Solar,19.629,479.999,0.0036401177358983,50
Chile,February 2014,2014,2,February,Coal,2063.092,25425.673,0.3825919700438097,50
Chile,February 2014,2014,2,February,Oil,308.118,3808.083,0.0571392224030525,50
Chile,February 2014,2014,2,February,Natural gas,1099.694,9984.118,0.2039337527872519,50
Chile,February 2014,2014,2,February,Combustible renewables,414.474,5208.127,0.0768625074363809,50
Chile,March 2014,2014,3,March,Hydro,1381.592,22814.0,0.2325117846931099,51
Chile,March 2014,2014,3,March,Wind,75.237,1441.001,0.0126618344235892,51
Chile,March 2014,2014,3,March,Solar,34.38,479.999,0.0057859014511875,51
Chile,March 2014,2014,3,March,Coal,2186.637,25425.673,0.367994944488668,51
Chile,March 2014,2014,3,March,Oil,545.171,3808.083,0.0917482745795628,51
Chile,March 2014,2014,3,March,Natural gas,1202.603,9984.118,0.2023892508115913,51
Chile,March 2014,2014,3,March,Combustible renewables,492.16,5208.127,0.082826912688088,51
Chile,April 2014,2014,4,April,Hydro,1392.821,22814.0,0.2496131663583586,52
Chile,April 2014,2014,4,April,Wind,78.477,1441.001,0.0140641851726136,52
Chile,April 2014,2014,4,April,Solar,32.418,479.999,0.0058097627957973,52
Chile,April 2014,2014,4,April,Coal,2065.07,25425.673,0.3700896679843682,52
Chile,April 2014,2014,4,April,Oil,324.53,3808.083,0.0581603528940747,52
Chile,April 2014,2014,4,April,Natural gas,1212.753,9984.118,0.2173424412330073,52
Chile,April 2014,2014,4,April,Combustible renewables,449.6,5208.127,0.0805746607745848,52
Chile,May 2014,2014,5,May,Hydro,1611.335,22814.0,0.2766683487672789,53
Chile,May 2014,2014,5,May,Wind,71.953,1441.001,0.0123544251808916,53
Chile,May 2014,2014,5,May,Solar,30.074,479.999,0.005163745540702,53
Chile,May 2014,2014,5,May,Coal,2293.498,25425.673,0.3937966372983003,53
Chile,May 2014,2014,5,May,Oil,230.922,3808.083,0.0396496125473831,53
Chile,May 2014,2014,5,May,Natural gas,1043.365,9984.118,0.1791471492343752,53
Chile,May 2014,2014,5,May,Combustible renewables,518.67,5208.127,0.0890563243863781,53
Chile,June 2014,2014,6,June,Hydro,1640.516,22814.0,0.2790418878526197,54
Chile,June 2014,2014,6,June,Wind,94.3,1441.001,0.0160398618632808,54
Chile,June 2014,2014,6,June,Solar,31.255,479.999,0.0053162871955126,54
Chile,June 2014,2014,6,June,Coal,2238.041,25425.673,0.380677290396171,54
Chile,June 2014,2014,6,June,Oil,494.946,3808.083,0.084187332659421,54
Chile,June 2014,2014,6,June,Natural gas,910.136,9984.118,0.1548086502311662,54
Chile,June 2014,2014,6,June,Combustible renewables,445.659,5208.127,0.0758039109027346,54
Chile,July 2014,2014,7,July,Hydro,1542.815,22814.0,0.2532783200922221,55
Chile,July 2014,2014,7,July,Wind,132.386,1441.001,0.0217333275108998,55
Chile,July 2014,2014,7,July,Solar,34.7,479.999,0.005696572633271,55
Chile,July 2014,2014,7,July,Coal,2224.196,25425.673,0.3651381574821609,55
Chile,July 2014,2014,7,July,Oil,741.385,3808.083,0.1217104755538234,55
Chile,July 2014,2014,7,July,Natural gas,899.172,9984.118,0.1476137927320926,55
Chile,July 2014,2014,7,July,Combustible renewables,492.477,5208.127,0.0808481556402143,55
Chile,August 2014,2014,8,August,Hydro,2431.505,22814.0,0.4205825389156967,56
Chile,August 2014,2014,8,August,Wind,127.068,1441.001,0.0219792194772125,56
Chile,August 2014,2014,8,August,Solar,41.646,479.999,0.0072035962976358,56
Chile,August 2014,2014,8,August,Coal,2096.64,25425.673,0.3626602348719028,56
Chile,August 2014,2014,8,August,Oil,116.601,3808.083,0.020168720450959,56
Chile,August 2014,2014,8,August,Natural gas,601.755,9984.118,0.1040868292293106,56
Chile,August 2014,2014,8,August,Combustible renewables,341.815,5208.127,0.0591244601756808,56
Chile,September 2014,2014,9,September,Hydro,2251.932,22814.0,0.4078582088470956,57
Chile,September 2014,2014,9,September,Wind,152.858,1441.001,0.0276848457626381,57
Chile,September 2014,2014,9,September,Solar,47.532,479.999,0.008608748569193,57
Chile,September 2014,2014,9,September,Coal,2057.929,25425.673,0.372721394728835,57
Chile,September 2014,2014,9,September,Oil,100.713,3808.083,0.0182406146311778,57
Chile,September 2014,2014,9,September,Natural gas,475.491,9984.118,0.0861184563223553,57
Chile,September 2014,2014,9,September,Combustible renewables,410.655,5208.127,0.0743756972919715,57
Chile,October 2014,2014,10,October,Hydro,2532.69,22814.0,0.4313788610408523,58
Chile,October 2014,2014,10,October,Wind,159.815,1441.001,0.0272203912351072,58
Chile,October 2014,2014,10,October,Solar,53.955,479.999,0.0091898520732735,58
Chile,October 2014,2014,10,October,Coal,2020.782,25425.673,0.3441884468971156,58
Chile,October 2014,2014,10,October,Oil,121.476,3808.083,0.0206903247234357,58
Chile,October 2014,2014,10,October,Natural gas,512.195,9984.118,0.0872392972415966,58
Chile,October 2014,2014,10,October,Combustible renewables,445.988,5208.127,0.0759626308304165,58
Chile,November 2014,2014,11,November,Hydro,2450.973,22814.0,0.4271402427877246,59
Chile,November 2014,2014,11,November,Wind,203.223,1441.001,0.0354164332124628,59
Chile,November 2014,2014,11,November,Solar,59.351,479.999,0.0103433210197314,59
Chile,November 2014,2014,11,November,Coal,1924.713,25425.673,0.3354269419192662,59
Chile,November 2014,2014,11,November,Oil,169.385,3808.083,0.0295193582404207,59
Chile,November 2014,2014,11,November,Natural gas,533.414,9984.118,0.0929600552378061,59
Chile,November 2014,2014,11,November,Combustible renewables,372.79,5208.127,0.064967509274413,59
Chile,December 2014,2014,12,December,Hydro,2336.573,22814.0,0.3930860403383008,60
Chile,December 2014,2014,12,December,Wind,195.393,1441.001,0.0328713293699026,60
Chile,December 2014,2014,12,December,Solar,89.531,479.999,0.0150619673673916,60
Chile,December 2014,2014,12,December,Coal,2160.562,25425.673,0.3634753810325635,60
Chile,December 2014,2014,12,December,Oil,171.664,3808.083,0.0288793553758577,60
Chile,December 2014,2014,12,December,Natural gas,601.794,9984.118,0.1012409287273915,60
Chile,December 2014,2014,12,December,Combustible renewables,364.409,5208.127,0.0613052067594891,60
Chile,January 2015,2015,1,January,Hydro,1935.863,23403.001,0.3112100787758032,61
Chile,January 2015,2015,1,January,Wind,119.982,2111.999,0.0192883523636116,61
Chile,January 2015,2015,1,January,Solar,92.918,1238.001,0.0149375333376845,61
Chile,January 2015,2015,1,January,Coal,2246.592,26341.543,0.3611629920594016,61
Chile,January 2015,2015,1,January,Oil,358.966,2968.856,0.0577075119147558,61
Chile,January 2015,2015,1,January,Natural gas,988.942,10683.557,0.1589826954307719,61
Chile,January 2015,2015,1,January,Combustible renewables,477.173,5282.042,0.0767105145972036,61
Chile,February 2015,2015,2,February,Hydro,1414.566,23403.001,0.2477068702397014,62
Chile,February 2015,2015,2,February,Wind,118.868,2111.999,0.02081516186,62
Chile,February 2015,2015,2,February,Solar,94.74,1238.001,0.0165900699483158,62
Chile,February 2015,2015,2,February,Coal,2142.592,26341.543,0.3751926446136995,62
Chile,February 2015,2015,2,February,Oil,421.134,2968.856,0.0737454350603128,62
Chile,February 2015,2015,2,February,Natural gas,1045.99,10683.557,0.1831649489681113,62
Chile,February 2015,2015,2,February,Combustible renewables,472.755,5282.042,0.082784869309859,62
Chile,March 2015,2015,3,March,Hydro,1460.427,23403.001,0.241696791320922,63
Chile,March 2015,2015,3,March,Wind,140.927,2111.999,0.0233230443633838,63
Chile,March 2015,2015,3,March,Solar,80.165,1238.001,0.0132670946759007,63
Chile,March 2015,2015,3,March,Coal,2196.893,26341.543,0.3635799591320856,63
Chile,March 2015,2015,3,March,Oil,318.011,2968.856,0.0526299762362362,63
Chile,March 2015,2015,3,March,Natural gas,1368.798,10683.557,0.2265324350799426,63
Chile,March 2015,2015,3,March,Combustible renewables,477.173,5282.042,0.0789708646888741,63
Chile,April 2015,2015,4,April,Hydro,1338.819,23403.001,0.2324033915693342,64
Chile,April 2015,2015,4,April,Wind,127.708,2111.999,0.02216862199486,64
Chile,April 2015,2015,4,April,Solar,85.631,1238.001,0.0148645446647184,64
Chile,April 2015,2015,4,April,Coal,2056.998,26341.543,0.3570709047685589,64
Chile,April 2015,2015,4,April,Oil,309.448,2968.856,0.053716570137074,64
Chile,April 2015,2015,4,April,Natural gas,1367.187,10683.557,0.2373277461027243,64
Chile,April 2015,2015,4,April,Combustible renewables,474.964,5282.042,0.0824482207627298,64
Chile,May 2015,2015,5,May,Hydro,1294.58,23403.001,0.2137386229809387,65
Chile,May 2015,2015,5,May,Wind,179.039,2111.999,0.0295598181030792,65
Chile,May 2015,2015,5,May,Solar,86.542,1238.001,0.0142883158321744,65
Chile,May 2015,2015,5,May,Coal,2185.848,26341.543,0.3608893552856053,65
Chile,May 2015,2015,5,May,Oil,510.411,2968.856,0.0842702222298536,65
Chile,May 2015,2015,5,May,Natural gas,1318.826,10683.557,0.2177417024760613,65
Chile,May 2015,2015,5,May,Combustible renewables,481.592,5282.042,0.0795121281949638,65
Chile,June 2015,2015,6,June,Hydro,1599.324,23403.001,0.2636880188708954,66
Chile,June 2015,2015,6,June,Wind,206.504,2111.999,0.0340472791310049,66
Chile,June 2015,2015,6,June,Solar,76.521,1238.001,0.012616374725834,66
Chile,June 2015,2015,6,June,Coal,2274.203,26341.543,0.3749584721921555,66
Chile,June 2015,2015,6,June,Oil,301.38,2968.856,0.0496899284493388,66
Chile,June 2015,2015,6,June,Natural gas,1130.109,10683.557,0.1863263499567121,66
Chile,June 2015,2015,6,June,Combustible renewables,477.173,5282.042,0.0786737415487304,66
Chile,July 2015,2015,7,July,Hydro,1748.396,23403.001,0.2814983785308533,67
Chile,July 2015,2015,7,July,Wind,173.137,2111.999,0.0278757128040194,67
Chile,July 2015,2015,7,July,Solar,82.898,1238.001,0.0133468919989811,67
Chile,July 2015,2015,7,July,Coal,2373.601,26341.543,0.3821587516667917,67
Chile,July 2015,2015,7,July,Oil,271.937,2968.856,0.0437828870362004,67
Chile,July 2015,2015,7,July,Natural gas,1070.637,10683.557,0.1723766123321817,67
Chile,July 2015,2015,7,July,Combustible renewables,490.428,5282.042,0.0789607656309722,67
Chile,August 2015,2015,8,August,Hydro,2288.666,23403.001,0.377228739300197,68
Chile,August 2015,2015,8,August,Wind,192.693,2111.999,0.0317605703330992,68
Chile,August 2015,2015,8,August,Solar,87.453,1238.001,0.0144144164932847,68
Chile,August 2015,2015,8,August,Coal,2263.158,26341.543,0.3730243902680231,68
Chile,August 2015,2015,8,August,Oil,161.34,2968.856,0.0265928207954737,68
Chile,August 2015,2015,8,August,Natural gas,662.842,10683.557,0.1092527489879349,68
Chile,August 2015,2015,8,August,Combustible renewables,410.899,5282.042,0.0677263138219869,68
Chile,September 2015,2015,9,September,Hydro,2238.116,23403.001,0.3900871410900645,69
Chile,September 2015,2015,9,September,Wind,181.989,2111.999,0.0317193428400671,69
Chile,September 2015,2015,9,September,Solar,119.336,1238.001,0.0207993862110471,69
Chile,September 2015,2015,9,September,Coal,2206.096,26341.543,0.3845062908313184,69
Chile,September 2015,2015,9,September,Oil,37.409,2968.856,0.0065201132832427,69
Chile,September 2015,2015,9,September,Natural gas,590.023,10683.557,0.1028366649661515,69
Chile,September 2015,2015,9,September,Combustible renewables,364.507,5282.042,0.0635308864854708,69
Chile,October 2015,2015,10,October,Hydro,2428.747,23403.001,0.4006098679383712,70
Chile,October 2015,2015,10,October,Wind,222.467,2111.999,0.0366948370870435,70
Chile,October 2015,2015,10,October,Solar,134.823,1238.001,0.0222383905054972,70
Chile,October 2015,2015,10,October,Coal,2224.503,26341.543,0.366920825042094,70
Chile,October 2015,2015,10,October,Oil,68.096,2968.856,0.0112321001599307,70
Chile,October 2015,2015,10,October,Natural gas,575.297,10683.557,0.0948924096232918,70
Chile,October 2015,2015,10,October,Combustible renewables,408.69,5282.042,0.0674114046986915,70
Chile,November 2015,2015,11,November,Hydro,2929.724,23403.001,0.4955142434019361,71
Chile,November 2015,2015,11,November,Wind,219.852,2111.999,0.037184320925931,71
Chile,November 2015,2015,11,November,Solar,145.754,1238.001,0.0246518726790666,71
Chile,November 2015,2015,11,November,Coal,1904.219,26341.543,0.3220670742556607,71
Chile,November 2015,2015,11,November,Oil,139.363,2968.856,0.023570940983937,71
Chile,November 2015,2015,11,November,Natural gas,228.955,10683.557,0.038723942459457,71
Chile,November 2015,2015,11,November,Combustible renewables,344.625,5282.042,0.0582876052940113,71
Chile,December 2015,2015,12,December,Hydro,2725.773,23403.001,0.4409180464700972,72
Chile,December 2015,2015,12,December,Wind,228.833,2111.999,0.0370157747280832,72
Chile,December 2015,2015,12,December,Solar,151.22,1238.001,0.0244611810987958,72
Chile,December 2015,2015,12,December,Coal,2266.84,26341.543,0.3666815484856132,72
Chile,December 2015,2015,12,December,Oil,71.361,2968.856,0.011543276976532,72
Chile,December 2015,2015,12,December,Natural gas,335.951,10683.557,0.0543430647488531,72
Chile,December 2015,2015,12,December,Combustible renewables,402.063,5282.042,0.0650372692509268,72
Chile,January 2016,2016,1,January,Hydro,2554.898,22807.999,0.3972565656848363,73
Chile,January 2016,2016,1,January,Wind,173.14,2445.999,0.0269212319954348,73
Chile,January 2016,2016,1,January,Solar,178.063,2589.998,0.0276867005475518,73
Chile,January 2016,2016,1,January,Coal,2174.95,28844.834,0.3381791239948657,73
Chile,January 2016,2016,1,January,Oil,189.226,2779.432,0.0294224156495792,73
Chile,January 2016,2016,1,January,Natural gas,746.925,11301.88,0.116138045559606,73
Chile,January 2016,2016,1,January,Combustible renewables,414.153,5683.856,0.064395916568126,73
Chile,February 2016,2016,2,February,Hydro,2033.899,22807.999,0.3289280553014709,74
Chile,February 2016,2016,2,February,Wind,173.358,2445.999,0.0280359594114321,74
Chile,February 2016,2016,2,February,Solar,168.95,2589.998,0.0273230848450112,74
Chile,February 2016,2016,2,February,Coal,2131.284,28844.834,0.3446774404309851,74
Chile,February 2016,2016,2,February,Oil,276.881,2779.432,0.0447779997334806,74
Chile,February 2016,2016,2,February,Natural gas,939.828,11301.88,0.1519917146121173,74
Chile,February 2016,2016,2,February,Combustible renewables,459.216,5683.856,0.0742657456655026,74
Chile,March 2016,2016,3,March,Hydro,1665.817,22807.999,0.2505572352288481,75
Chile,March 2016,2016,3,March,Wind,129.776,2445.999,0.019519740619203,75
Chile,March 2016,2016,3,March,Solar,179.936,2589.998,0.0270643574162936,75
Chile,March 2016,2016,3,March,Coal,2645.153,28844.834,0.3978601625732558,75
Chile,March 2016,2016,3,March,Oil,286.808,2779.432,0.0431390840179416,75
Chile,March 2016,2016,3,March,Natural gas,1221.184,11301.88,0.1836795318727721,75
Chile,March 2016,2016,3,March,Combustible renewables,519.775,5683.856,0.0781798882716856,75
Chile,April 2016,2016,4,April,Hydro,1745.431,22807.999,0.2851600471958126,76
Chile,April 2016,2016,4,April,Wind,178.041,2445.999,0.0290874746482614,76
Chile,April 2016,2016,4,April,Solar,151.53,2589.998,0.0247562361110702,76
Chile,April 2016,2016,4,April,Coal,2391.712,28844.834,0.3907463009415963,76
Chile,April 2016,2016,4,April,Oil,192.983,2779.432,0.0315286261032315,76
Chile,April 2016,2016,4,April,Natural gas,981.832,11301.88,0.1604069478875757,76
Chile,April 2016,2016,4,April,Combustible renewables,479.353,5683.856,0.0783143671124521,76
Chile,May 2016,2016,5,May,Hydro,1794.15,22807.999,0.2762607887063438,77
Chile,May 2016,2016,5,May,Wind,136.878,2445.999,0.0210762891823687,77
Chile,May 2016,2016,5,May,Solar,140.442,2589.998,0.0216250690786703,77
Chile,May 2016,2016,5,May,Coal,2585.905,28844.834,0.3981741520049482,77
Chile,May 2016,2016,5,May,Oil,360.19,2779.432,0.0554615687005757,77
Chile,May 2016,2016,5,May,Natural gas,980.348,11301.88,0.1509526581872678,77
Chile,May 2016,2016,5,May,Combustible renewables,496.494,5683.856,0.0764494741398252,77
Chile,June 2016,2016,6,June,Hydro,1607.805,22807.999,0.2451007443551391,78
Chile,June 2016,2016,6,June,Wind,194.592,2445.999,0.0296644456545136,78
Chile,June 2016,2016,6,June,Solar,143.832,2589.998,0.021926371831216,78
Chile,June 2016,2016,6,June,Coal,2381.348,28844.834,0.3630229831158766,78
Chile,June 2016,2016,6,June,Oil,628.294,2779.432,0.0957798533241704,78
Chile,June 2016,2016,6,June,Natural gas,1073.161,11301.88,0.1635973018574426,78
Chile,June 2016,2016,6,June,Combustible renewables,530.74,5683.856,0.0809082998616415,78
Chile,July 2016,2016,7,July,Hydro,1544.296,22807.999,0.2363077201808203,79
Chile,July 2016,2016,7,July,Wind,166.025,2445.999,0.0254050967191656,79
Chile,July 2016,2016,7,July,Solar,183.752,2589.998,0.0281176770506859,79
Chile,July 2016,2016,7,July,Coal,2496.844,28844.834,0.3820663352667883,79
Chile,July 2016,2016,7,July,Oil,452.823,2779.432,0.0692908424132676,79
Chile,July 2016,2016,7,July,Natural gas,1147.989,11301.88,0.1756649394822364,79
Chile,July 2016,2016,7,July,Combustible renewables,543.377,5683.856,0.0831473888870356,79
Chile,August 2016,2016,8,August,Hydro,1870.59,22807.999,0.293822623551927,80
Chile,August 2016,2016,8,August,Wind,271.26,2445.999,0.042608120894849,80
Chile,August 2016,2016,8,August,Solar,227.284,2589.998,0.0357005977640082,80
Chile,August 2016,2016,8,August,Coal,2644.405,28844.834,0.4153694902858637,80
Chile,August 2016,2016,8,August,Oil,33.633,2779.432,0.0052828980684821,80
Chile,August 2016,2016,8,August,Natural gas,831.522,11301.88,0.1306111844825138,80
Chile,August 2016,2016,8,August,Combustible renewables,487.698,5683.856,0.076605084952356,80
Chile,September 2016,2016,9,September,Hydro,1741.189,22807.999,0.2867708723805559,81
Chile,September 2016,2016,9,September,Wind,205.033,2445.999,0.0337685870269123,81
Chile,September 2016,2016,9,September,Solar,270.104,2589.998,0.0444856702595052,81
Chile,September 2016,2016,9,September,Coal,2447.252,28844.834,0.403058249836784,81
Chile,September 2016,2016,9,September,Oil,93.564,2779.432,0.015409831961616,81
Chile,September 2016,2016,9,September,Natural gas,831.516,11301.88,0.1369492735816676,81
Chile,September 2016,2016,9,September,Combustible renewables,483.05,5683.856,0.0795575149529588,81
Chile,October 2016,2016,10,October,Hydro,1857.037,22807.999,0.3001100704880998,82
Chile,October 2016,2016,10,October,Wind,286.905,2445.999,0.0463658396539155,82
Chile,October 2016,2016,10,October,Solar,292.942,2589.998,0.0473414607619153,82
Chile,October 2016,2016,10,October,Coal,2284.717,28844.834,0.3692261273821469,82
Chile,October 2016,2016,10,October,Oil,35.53,2779.432,0.0057418946442328,82
Chile,October 2016,2016,10,October,Natural gas,948.86,11301.88,0.1533423628518647,82
Chile,October 2016,2016,10,October,Combustible renewables,481.862,5683.856,0.0778722442178248,82
Chile,November 2016,2016,11,November,Hydro,2182.717,22807.999,0.3506331572336581,83
Chile,November 2016,2016,11,November,Wind,253.466,2445.999,0.0407169522349376,83
Chile,November 2016,2016,11,November,Solar,316.264,2589.998,0.050804866063418,83
Chile,November 2016,2016,11,November,Coal,2199.013,28844.834,0.3532509578602532,83
Chile,November 2016,2016,11,November,Oil,67.169,2779.432,0.0107900742690085,83
Chile,November 2016,2016,11,November,Natural gas,888.752,11301.88,0.1427697313750376,83
Chile,November 2016,2016,11,November,Combustible renewables,317.692,5683.856,0.0510342609636866,83
Chile,December 2016,2016,12,December,Hydro,2210.17,22807.999,0.3333798420263109,84
Chile,December 2016,2016,12,December,Wind,277.525,2445.999,0.041861594654869,84
Chile,December 2016,2016,12,December,Solar,336.899,2589.998,0.0508175096932915,84
Chile,December 2016,2016,12,December,Coal,2462.251,28844.834,0.3714034890570074,84
Chile,December 2016,2016,12,December,Oil,162.331,2779.432,0.0244858463991335,84
Chile,December 2016,2016,12,December,Natural gas,709.963,11301.88,0.1070901119753348,84
Chile,December 2016,2016,12,December,Combustible renewables,470.446,5683.856,0.0709616061940528,84
Chile,January 2017,2017,1,January,Hydro,1892.683,20888.827,0.2886994952480158,85
Chile,January 2017,2017,1,January,Wind,246.717,3515.882,0.0376328594746741,85
Chile,January 2017,2017,1,January,Solar,323.479,3842.698,0.0493417143934472,85
Chile,January 2017,2017,1,January,Coal,2308.995,28186.959,0.3522014468509477,85
Chile,January 2017,2017,1,January,Oil,66.093,1842.94,0.0100814641117541,85
Chile,January 2017,2017,1,January,Natural gas,1191.934,12851.296,0.1818110820295572,85
Chile,January 2017,2017,1,January,Combustible renewables,525.992,5835.797,0.0802319378916037,85
Chile,February 2017,2017,2,February,Hydro,1530.102,20888.827,0.2598066657871185,86
Chile,February 2017,2017,2,February,Wind,222.636,3515.882,0.0378029156514931,86
Chile,February 2017,2017,2,February,Solar,299.577,3842.698,0.0508672634350569,86
Chile,February 2017,2017,2,February,Coal,2170.126,28186.959,0.3684807943509232,86
Chile,February 2017,2017,2,February,Oil,57.158,1842.94,0.0097052545536572,86
Chile,February 2017,2017,2,February,Natural gas,1162.855,12851.296,0.1974492421707047,86
Chile,February 2017,2017,2,February,Combustible renewables,446.933,5835.797,0.0758878640510464,86
Chile,March 2017,2017,3,March,Hydro,1218.459,20888.827,0.1891935997774008,87
Chile,March 2017,2017,3,March,Wind,252.558,3515.882,0.0392154000853379,87
Chile,March 2017,2017,3,March,Solar,316.626,3842.698,0.0491634209465557,87
Chile,March 2017,2017,3,March,Geothermal,0.003,63.8,4.658185456648131e-07,87
Chile,March 2017,2017,3,March,Coal,2427.659,28186.959,0.3769495282500315,87
Chile,March 2017,2017,3,March,Oil,159.437,1842.94,0.0247562371550536,87
Chile,March 2017,2017,3,March,Natural gas,1528.246,12851.296,0.2372951097126893,87
Chile,March 2017,2017,3,March,Combustible renewables,537.288,5835.797,0.0834262382543853,87
Chile,April 2017,2017,4,April,Hydro,1064.571,20888.827,0.1759075447323954,88
Chile,April 2017,2017,4,April,Wind,269.098,3515.882,0.0444652056766511,88
Chile,April 2017,2017,4,April,Solar,281.586,3842.698,0.0465286973729477,88
Chile,April 2017,2017,4,April,Geothermal,2.3,63.8,0.0003800473175434,88
Chile,April 2017,2017,4,April,Coal,2408.525,28186.959,0.3979797676027177,88
Chile,April 2017,2017,4,April,Oil,54.323,1842.94,0.0089762219264829,88
Chile,April 2017,2017,4,April,Natural gas,1433.367,12851.296,0.2368466449588045,88
Chile,April 2017,2017,4,April,Combustible renewables,538.108,5835.797,0.088915870412457,88
Chile,May 2017,2017,5,May,Hydro,1215.189,20888.827,0.1852504432742367,89
